1,2021-08-02 20:29:51.660408,-78.6961088,35.7272779,0.0010000,1
2,2021-08-02 20:29:51.856988,-78.6961088,35.7272779,0.0010000,1
3,2021-08-02 20:29:52.045508,-78.6961088,35.7272779,0.0010000,1
4,2021-08-02 20:29:52.248468,-78.6961088,35.7272779,0.0010000,1
5,2021-08-02 20:29:52.459605,-78.6961088,35.7272779,0.0010000,1
6,2021-08-02 20:29:52.666684,-78.6961088,35.7272779,0.0010000,1
7,2021-08-02 20:29:52.854128,-78.6961088,35.7272779,0.0010000,1
8,2021-08-02 20:29:53.051032,-78.6961088,35.7272779,0.0010000,1
9,2021-08-02 20:29:53.250517,-78.6961088,35.7272779,0.0010000,1
10,2021-08-02 20:29:53.452032,-78.6961088,35.7272779,0.0010000,1
11,2021-08-02 20:29:53.656223,-78.6961088,35.7272779,0.0010000,1
12,2021-08-02 20:29:53.856120,-78.6961088,35.7272779,0.0010000,1
13,2021-08-02 20:29:54.057302,-78.6961088,35.7272779,0.0010000,1
14,2021-08-02 20:29:54.257031,-78.6961088,35.7272779,0.0010000,1
15,2021-08-02 20:29:54.453944,-78.6961088,35.7272779,0.0010000,1
16,2021-08-02 20:29:54.660365,-78.6961088,35.7272779,0.0011492,1
17,2021-08-02 20:29:54.858090,-78.6961088,35.7272779,0.0013468,1
18,2021-08-02 20:29:55.071824,-78.6961088,35.7272779,0.0015605,1
19,2021-08-02 20:29:55.259074,-78.6961088,35.7272779,0.0017477,1
20,2021-08-02 20:29:55.459890,-78.6961088,35.7272779,0.0019485,1
21,2021-08-02 20:29:55.663988,-78.6961088,35.7272779,0.0020000,1
22,2021-08-02 20:29:55.862537,-78.6961088,35.7272779,0.0020000,1
23,2021-08-02 20:29:56.065572,-78.6961088,35.7272779,0.0020000,1
24,2021-08-02 20:29:56.263029,-78.6961088,35.7272779,0.0020000,1
25,2021-08-02 20:29:56.461170,-78.6961088,35.7272779,0.0020000,1
26,2021-08-02 20:29:56.677609,-78.6961088,35.7272779,0.0020000,1
27,2021-08-02 20:29:56.873567,-78.6961088,35.7272779,0.0020000,1
28,2021-08-02 20:29:57.074127,-78.6961088,35.7272779,0.0020000,1
29,2021-08-02 20:29:57.276887,-78.6961088,35.7272779,0.0020000,1
30,2021-08-02 20:29:57.467284,-78.6961088,35.7272779,0.0020000,1
31,2021-08-02 20:29:57.669231,-78.6961088,35.7272779,0.0020000,1
32,2021-08-02 20:29:57.870968,-78.6961088,35.7272779,0.0020000,1
33,2021-08-02 20:29:58.072539,-78.6961088,35.7272779,0.0020000,1
34,2021-08-02 20:29:58.271068,-78.6961088,35.7272779,0.0020000,1
35,2021-08-02 20:29:58.470303,-78.6961088,35.7272779,0.0020000,1
36,2021-08-02 20:29:58.686288,-78.6961088,35.7272779,0.0020000,1
37,2021-08-02 20:29:58.872226,-78.6961088,35.7272779,0.0020000,1
38,2021-08-02 20:29:59.080361,-78.6961088,35.7272779,0.0020000,1
39,2021-08-02 20:29:59.280742,-78.6961088,35.7272779,0.0020000,1
40,2021-08-02 20:29:59.486662,-78.6961088,35.7272779,0.0020000,1
41,2021-08-02 20:29:59.680494,-78.6961088,35.7272779,0.0131806,1
42,2021-08-02 20:29:59.876628,-78.6961088,35.7272779,0.0263100,1
43,2021-08-02 20:30:00.085243,-78.6961088,35.7272779,0.0402750,1
44,2021-08-02 20:30:00.284120,-78.6961088,35.7272779,0.0535880,1
45,2021-08-02 20:30:00.479718,-78.6961088,35.7272779,0.0666816,1
46,2021-08-02 20:30:00.684918,-78.6961090,35.7272781,0.2809019,1
47,2021-08-02 20:30:00.881024,-78.6961092,35.7272783,0.5245335,1
48,2021-08-02 20:30:01.080895,-78.6961094,35.7272785,0.7728426,1
49,2021-08-02 20:30:01.285262,-78.6961096,35.7272787,1.0267374,1
50,2021-08-02 20:30:01.481547,-78.6961099,35.7272789,1.2705914,1
51,2021-08-02 20:30:01.683069,-78.6961101,35.7272791,1.6372174,1
